WBGeneID,emb_510min,emb_548min,emb_587min,emb_626min,emb_665min,L1,L2,L3,L4,YA,Sequence.name,Public_name,blazie_mixed,hashimshony_emb,pauli_L4,spencer_LE,spencer_L2,cluster.description
WBGene00016134,2.4972,2.4408,2.5511,2.626,2.7581,2.6613,2.38258,3.20113,2.2614,2.20605,C26B9.5,C26B9.5,TRUE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00016144,0.4631,0.2743,0.2188,0.4236,0.2848,0.992182,1.17048,1.22021,0.931512,1.66559,C26E6.11,mmab-1,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016145,0.2341,0.1733,0.1894,0.1475,0.0526,0.313016,0.267154,0.242515,0.344142,0.848453,C26E6.12,C26E6.12,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00016146,5.4906,6.3688,7.197,7.9277,8.6059,0.159328,4.34311,0.67153,3.59156,0.317077,C26F1.1,C26F1.1,TRUE,TRUE,TRUE,TRUE,FALSE,L3_High
WBGene00016150,0.6227,0.6403,0.7283,0.8117,0.976,0.67034,0.402872,0.388134,0.560489,0.691548,C26F1.7,hint-3,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016173,2.1627,1.7418,1.588,1.8417,1.3018,2.68106,1.93445,1.71459,2.31443,2.12814,C27H5.3,fust-1,TRUE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00016174,0.1177,0.0847,0.0645,0.0567,0.0542,0.0604134,0.0873841,0.278753,0.242902,0.291097,C27H5.4,C27H5.4,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00016190,0.9605,0.8952,0.8884,0.862,0.9246,0.533385,1.24973,1.04069,0.903845,0.617203,C28G1.5,rcs-1,TRUE,FALSE,FALSE,FALSE,TRUE,Larval
WBGene00016193,0.0674,0.1182,0.0739,0.0959,0.0879,0.0962796,0.114628,0.0476223,0.110764,0.0817632,C28H8.2,C28H8.2,FALSE,FALSE,TRUE,FALSE,FALSE,Not_Changing
WBGene00016194,0.7887,0.8544,0.8375,1.0788,0.8517,2.37998,2.33468,2.80017,2.04408,2.69722,C28H8.3,C28H8.3,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016195,1.8851,0.8319,1.1209,0.7185,0.8589,2.47064,3.82776,5.80777,3.76603,3.75126,C28H8.4,erd-2.2,FALSE,FALSE,FALSE,TRUE,FALSE,Not_Changing
WBGene00016204,0.1752,0.1712,0.1776,0.1832,0.2244,0.631236,1.97107,1.63608,0.537759,1.11664,C29E4.7,gsto-1,TRUE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00016209,3.4536,2.2965,1.4641,1.0981,0,1.64678,1.77746,1.20903,2.39532,1.95492,C29E4.12,C29E4.12,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016218,0.8814,0.8724,0.8867,0.9288,0.9567,0.339844,0.456297,0.252678,0.366198,0.223166,C29F9.3,pals-23,FALSE,FALSE,TRUE,FALSE,TRUE,Larval
WBGene00016234,2.2512,2.0522,1.9273,2.2091,2.2225,0.782668,0.655999,0.247881,0.965207,0.954197,C29G2.6,C29G2.6,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016249,3.096,3.3783,2.1857,1.5237,0.8129,1.60066,1.98183,1.50804,1.7759,2.10799,C30C11.1,mrpl-32,TRUE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00016265,0.4011,0.4188,0.4319,0.4037,0.43120000000000003,0.305923,0.3872,0.249809,0.255127,0.139371,C30F12.6,trhr-1,FALSE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00016266,0.367,0.3548,0.3347,0.3046,0.2855,1.07659,1.44505,1.05637,0.88215,0.795996,C30F12.7,idhg-2,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016278,2.4965,3.0295,3.2332,3.3913,3.2646,1.73408,1.49813,1.52014,1.35305,1.81966,C30H7.2,erp-44.1,FALSE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00016281,0.0372,0.0332,0.0297,0.0258,0.0219,0.0266759,0.0957663,0.0147351,0.0109304,0.0402701,C31B8.4,pals-32,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016282,0.5076,0.4331,0.4029,0.3803,0.3662,0.100878,0.170291,0.137279,0.101487,0.0716285,C31B8.7,C31B8.7,FALSE,TRUE,FALSE,FALSE,TRUE,Not_Changing
WBGene00016292,3.1126,2.7117,2.7615,2.8718,2.7081,0.947534,0.790788,0.458314,0.437151,0.382018,C31H2.1,tbc-7,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016294,0.2369,0.2266,0.1215,0.1312,0,0.278471,0.176596,0.312526,0.0889595,0.177845,C31H2.4,C31H2.4,FALSE,TRUE,FALSE,TRUE,FALSE,L3_High
WBGene00016302,0.0088,0.0079,0.0062,0,0.0027,0.0113725,0.0473402,0.00400639,0.00756018,0.00304798,C32B5.9,fbxc-7,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016315,0.6422,0.6402,0.6782,0.6425,0.6356,0.387235,0.2309,0.210073,0.0988499,0.127487,C32D5.7,C32D5.7,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016316,4.5886,5.2414,5.0593,4.9304,5.8493,3.67722,3.43032,3.18404,4.39112,3.57223,C32D5.8,C32D5.8,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016317,0.4402,0.4488,0.3825,0.3594,0.3261,0.395519,0.395495,0.396851,0.3681,0.947214,C32D5.10,C32D5.10,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00016318,1.3655,1.4007,1.4283,1.3974,1.3926,0.906902,0.675415,0.598939,0.633777,1.21317,C32D5.11,C32D5.11,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016321,4.3876,4.2098,3.9323,4.4714,4.3399,2.72217,2.44096,1.53754,1.99986,1.63006,C32E8.3,tppp-1,FALSE,FALSE,TRUE,FALSE,FALSE,Not_Changing
WBGene00016323,0.5211,0.3986,0.3063,0.2422,0.2691,0.747515,0.475597,0.420248,0.882141,1.38332,C32E8.5,C32E8.5,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00016332,2.1053,2.2281,2.3218,2.4445,2.4502,1.44097,1.36959,0.891871,0.683856,0.925586,C32F10.4,C32F10.4,TRUE,TRUE,TRUE,FALSE,FALSE,Increasing
WBGene00016352,0.2688,0.2794,0.2206,0.1948,0.1856,0.154698,0.131641,0.111051,0.097167,0.248136,C33F10.2,tbck-1,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00016373,0.4398,0.3894,0.3514,0.3863,0.2723,0.174297,0.170709,0.167226,0.293724,0.903448,C33H5.6,swd-2.1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016376,0.6204,0.4985,0.5284,0.3832,0.399,0.756395,0.455713,0.396576,0.374269,0.777014,C33H5.9,sec-10,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016379,0.6384,0.6682,0.7369,0.7551,0.8553,3.62392,3.59306,3.24216,2.32968,1.61715,C33H5.13,C33H5.13,TRUE,FALSE,TRUE,TRUE,TRUE,Increasing
WBGene00016393,4.7906,0.9699,0.7992,0.7992,1.9373,7.01291,10.0274,8.8844,12.3544,9.50449,C34B2.8,C34B2.8,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00016404,3.4906,2.8011,2.3621,1.9767,1.7566,1.0899,1.53553,0.77678,1.33789,1.82825,C34D4.13,mutd-1,TRUE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00016408,0.3867,0.3259,0.3406,0.3007,0.3445,0.77253,0.685693,0.83307,0.798019,1.69481,C34E10.5,prmt-5,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016412,1.1791,0.8905,0.5865,0.377,0.4807,1.58777,1.67092,1.4462,1.48737,2.34636,C34E10.11,mrps-26,FALSE,FALSE,FALSE,TRUE,FALSE,L3_High
WBGene00016425,0.2034,0.279,0.2863,0.2647,0.2546,0.10111,1.19552,1.28029,0.699221,0.69033,C34H4.2,C34H4.2,TRUE,FALSE,TRUE,FALSE,TRUE,Increasing
WBGene00016432,0.5011,0.5581,0.5673,0.6463,0.6189,0.66144,0.388471,0.318815,0.37771,0.647817,C35B1.2,C35B1.2,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016438,0.5198,0.5768,0.4952,0.491,0.3929,0.369118,0.264989,0.254317,0.160106,0.206409,C35B8.3,C35B8.3,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016446,1.3437,1.4764,1.2963,0.0166,0,1.19636,1.30658,1.04553,1.20096,1.74993,C35D10.10,C35D10.10,TRUE,FALSE,FALSE,FALSE,FALSE,Embryo_Specific
WBGene00016449,2.4595,3.2308,2.5386,2.1826,1.6783,1.3564,0.550399,0.53254,1.47526,4.11601,C35D10.13,tost-1,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00016456,3.2939,2.602,2.6537,2.434,2.3353,0.773752,0.359965,0.0938063,0.0974508,0.060793,C35E7.4,C35E7.4,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016490,1.1392,1.0034,0.8281,0.9208,0.4896,0.964371,0.779173,0.734117,0.698857,0.662551,C36E6.2,C36E6.2,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016494,0.7689,1.0295,1.2327,1.0472,1.1733,0.571431,0.544998,0.474857,0.944494,1.38377,C37A2.8,C37A2.8,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00016506,0.1104,0.1142,0.1306,0.1221,0.1316,0.188714,0.12072,0.0744481,0.0580986,0.070612,C37H5.2,abhd-5.1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016507,0.2278,0.2093,0.1831,0.1596,0.1603,0.429429,0.211137,0.234543,0.334141,0.238516,C37H5.3,abhd-5.2,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00016508,0.7956,0.7912,0.8134,0.7244,0.7007,1.54815,0.677889,0.633879,0.90572,0.959936,C37H5.5,C37H5.5,TRUE,FALSE,FALSE,TRUE,FALSE,L3_High
WBGene00016540,0.4673,0.4549,0.4346,0.4023,0.4044,0.324854,0.200284,0.140648,0.104452,0.151365,C39F7.5,C39F7.5,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016542,1.7567,1.4194,1.5293,1.7023,1.748,0.836716,1.41882,0.782411,0.712803,0.524027,C39H7.4,C39H7.4,TRUE,FALSE,FALSE,TRUE,TRUE,Larval
WBGene00016544,0.1616,0.1711,0.1758,0.1864,0.184,0.106286,0.22714,0.236498,0.169001,0.247855,C40A11.1,math-18,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016556,0.3116,0.2045,0.217,0.2077,0.2019,0.0300602,0.0860712,0.0342842,0.0400607,0.0125728,C40D2.3,math-21,FALSE,FALSE,FALSE,TRUE,TRUE,Increasing
WBGene00016564,0.5735,1.2477,0.7809,0.3031,0.4957,0.391313,0.362565,0.353339,0.943274,2.23764,C41D11.5,cmt-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016572,0.0603,0.0318,0.0122,0.0386,0,0.0252358,0.0577546,0.129344,0.105768,0.0962671,C41H7.2,C41H7.2,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016588,0.5616,0.5827,0.7081,0.7286,0.8243,0.538774,0.473612,0.531403,0.532575,0.785684,C42C1.10,hpo-12,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00016590,0.4216,0.7156,0.2034,0.5104,0.0832,0.558961,0.63643,0.582816,0.862944,1.21299,C42C1.12,C42C1.12,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016591,0.0897,0.0829,0.1091,0.0887,0.0955,0.297256,0.234201,0.292784,0.333763,0.649062,C42C1.13,C42C1.13,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016594,0.6618,0.8521,0.7776,0.7236,0.7342,9.64565,4.08778,4.77263,3.41769,7.84212,C42D4.1,C42D4.1,TRUE,FALSE,TRUE,TRUE,FALSE,Increasing
WBGene00016599,0.8795,0.8307,0.8318,0.9121,1.0125,0.506517,1.2104,1.01854,0.849933,0.49146,C42D8.1,C42D8.1,TRUE,TRUE,FALSE,TRUE,TRUE,Increasing
WBGene00016606,0.6914,0.6119,0.5953,0.5432,0.4191,0.670729,0.541614,0.502242,0.509514,0.912896,C43E11.8,exoc-7,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00016611,3.0597,3.6092,2.8226,2.4582,1.9333,0.908885,1.14483,0.74957,0.737651,0.510977,C43G2.2,bicd-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016629,1.0718,0.9981,1.0521,1.0201,1.0194,0.396925,0.705508,0.823463,0.759175,0.588994,C44B7.7,C44B7.7,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00016631,0.6562,0.6397,0.5805,0.61,0.55,0.530652,0.781276,0.693324,0.474191,0.609902,C44B7.11,C44B7.11,TRUE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00016632,0.3434,0.2973,0.3486,0.2059,0.129,0.189011,0.100184,0.226021,0.689109,2.12134,C44B7.12,adal-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016643,0.9162,0.7601,0.7146,0.6697,0.5885,0.449272,0.362615,0.365113,0.353504,0.315659,C44C1.4,vps-45,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016644,0.0152,0.013,0.0177,0.0205,0.0237,0.526772,0.46375,1.40059,0.455319,1.03113,C44C1.5,abhd-3.2,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00016646,0.033,0.0321,0.0301,0.0253,0.0194,0.143835,0.15159,0.14587,0.13007,0.127657,C44C8.1,fbxc-5,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016648,0.0342,0.0319,0.03,0.0267,0.0138,0.143835,0.15159,0.14587,0.13007,0.127657,C44C8.3,fbxc-2,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016649,0.0354,0.0292,0.0302,0.0243,0.0184,0.143835,0.15159,0.14587,0.13007,0.127657,C44C8.4,fbxc-1,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016653,4.6372,4.472,3.2407,3.9202,2.3886,5.92657,3.32437,4.38056,5.05287,5.47367,C44E4.4,ssb-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016657,1.0711,0.6711,0.6423,0.4909,0.4276,0.308625,0.679648,0.337734,0.116976,0.220552,C44E12.1,C44E12.1,TRUE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00016678,2.9956,3.1376,1.1588,0.2199,0,0.251485,0.316085,0.186243,0.187818,0.352883,C45G9.7,txbp-3,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016717,0.147,0.157,0.1516,0.158,0.1503,0.181136,0.485858,0.305379,0.363816,0.314782,C46F9.1,math-22,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00016719,0.207,0.1989,0.1692,0.159,0.1557,0.106413,0.280455,0.134331,0.166875,0.147012,C46F9.3,math-24,TRUE,FALSE,TRUE,TRUE,TRUE,L3_High
WBGene00016721,4.0478,4.4296,4.1827,4.2253,4.173,5.80985,3.86411,4.31002,4.05304,3.67088,C46G7.1,C46G7.1,FALSE,TRUE,FALSE,TRUE,TRUE,L3_High
WBGene00016728,0.0839,0.1047,0.1218,0.0997,0.1382,0.401587,0.675564,0.467882,0.314361,0.321772,C46H11.2,C46H11.2,TRUE,FALSE,FALSE,TRUE,TRUE,Increasing
WBGene00016729,0.0853,0.0945,0.0989,0.095,0.101,0.0141898,0.0585524,0.0113601,0.0294605,0.0129746,C46H11.3,C46H11.3,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016738,0.2125,0.2325,0.242,0.2402,0.2537,1.287,0.197835,0.114459,0.12837,0.0495119,C47D2.1,C47D2.1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016755,0.0252,0.0231,0.0224,0.021,0.0205,0.0705716,0.0748957,0.0458253,0.0287517,0.0312411,C49A9.1,C49A9.1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016756,0.0718,0.0713,0.0614,0.0585,0.056,0.109928,0.242874,0.344215,0.510806,0.485665,C49A9.2,C49A9.2,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016757,0.0251,0.0355,0.0336,0.0332,0.03,0.276027,0.257263,0.274654,0.137242,0.158335,C49A9.3,C49A9.3,TRUE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00016758,0.0917,0.0872,0.0903,0.0834,0.091,0.254145,0.16457,0.276166,0.140085,0.209217,C49A9.4,C49A9.4,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016759,0.484,0.3556,0.3815,0.4318,0.409,0.608647,0.286017,0.27045400000000003,0.119891,0.176535,C49A9.5,C49A9.5,FALSE,FALSE,TRUE,TRUE,TRUE,Increasing
WBGene00016763,0.3403,0.422,0.4002,0.3828,0.3962,0.52319,0.604065,0.607912,0.272039,0.569936,C49A9.9,C49A9.9,TRUE,FALSE,FALSE,TRUE,TRUE,Increasing
WBGene00016765,0.0153,0.0135,0.0149,0.0164,0.016,0.00255112,0.00705923,0.102997,0.226234,0.0762746,C49C8.1,C49C8.1,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016766,0.1918,0.1733,0.1803,0.1745,0.1893,0.239071,0.158336,0.0675984,0.0477396,0.0526428,C49C8.2,C49C8.2,TRUE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00016768,0.1748,0.1492,0.1375,0.1437,0.1489,0.293317,0.278431,0.182589,0.117468,0.160339,C49C8.4,cyp-33E1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016790,18.6779,11.5434,13.1199,0,8.2567,6.96683,3.62856,3.70959,6.05321,5.31738,C49H3.3,C49H3.3,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00016791,0.1805,0.1611,0.0867,0.1422,0,0.139939,0.162062,0.107712,0.187594,0.428528,C49H3.4,C49H3.4,TRUE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00016793,0.5281,0.4157,0.4162,0.407,0.3244,0.645324,0.558085,0.582642,0.606136,1.132,C49H3.8,arp-11,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00016838,1.7584,1.2932,1.4568,1.4055,1.5418,0.724957,0.491193,0.263037,0.363859,0.277834,C50F2.4,C50F2.4,FALSE,TRUE,FALSE,FALSE,FALSE,Not_Changing
WBGene00023491,1.6078,0.9527,0.6381,0.4075,0.1254,0.495531,0.428564,0.321321,0.127836,0.195137,C17G1.8,tsp-21,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00043156,1.8757,1.0375,1.1219,1.0617,1.0041,0.769748,0.704762,0.769785,0.705871,1.11179,C27F2.9,C27F2.9,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00043983,0.1988,0.2059,0.2103,0.2105,0.2085,0.347131,0.262219,0.179096,0.162415,0.147899,C39D10.11,C39D10.11,FALSE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00043985,0.1068,0.1057,0.1117,0.1123,0.1096,0.0936255,0.302922,0.245709,0.237308,0.174863,C44C10.11,C44C10.11,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00044291,0.9157,0.8744,0.893,1.0018,1.0548,0.472033,0.490688,0.348798,0.360818,0.258427,C25F9.10,C25F9.10,TRUE,FALSE,FALSE,TRUE,TRUE,Increasing
WBGene00044326,0.4996,0.5041,0.4586,0.3637,0.1818,0.785318,0.526799,0.532595,0.686498,1.45658,C33H5.10,tag-322,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00044457,0.0426,0.0508,0.0527,0.0521,0.0524,0.102323,0.0533406,0.087745,0.188549,0.0949064,C18H7.11,C18H7.11,FALSE,FALSE,FALSE,FALSE,TRUE,Larval
WBGene00044608,2.3445,1.8699,1.3668,1.1058,0.9231,1.06391,1.2577,1.01194,2.04868,1.79268,C07G1.8,glrx-22,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00044636,0.3535,0.3842,0.3729,0.3937,0.412,0.425085,0.40549,0.224547,0.247706,0.54201,B0393.9,B0393.9,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00044644,0.1722,0.2085,0.2035,0.1844,0.1912,0.0712626,0.639586,0.159169,0.559869,0.0766415,B0205.13,B0205.13,TRUE,FALSE,FALSE,FALSE,TRUE,L3_High
WBGene00044701,0.4211,0.3523,0.3937,0.4207,0.4287,0.677908,0.376476,0.0861326,0.0594819,0.0172144,AH9.6,AH9.6,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00045215,0.0741,0.082,0.0781,0.072,0.067,0.0657628,0.0331729,0.0102073,0.0193029,0.0454284,C02F12.10,ceh-63,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00045383,1.2634,1.0905,0.4838,0.6513,0,1.29837,1.10805,1.139,1.25409,1.65712,C25A1.4,sup-46,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00045461,2.3246000000000002,2.1853,2.2628,2.2102,2.3353,0.900495,0.471116,0.376752,0.46308,0.402707,C25F9.14,C25F9.14,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00050944,1.3022,1.421,1.2221,1.2285,1.3394,1.15347,0.815703,0.497619,0.507297,0.4761,C14A11.9,C14A11.9,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00050957,0.2383,0.1351,0.1197,0.0965,0.0926,0.0399482,0.114459,0.160128,0.150189,0.379131,C10A4.10,C10A4.10,TRUE,FALSE,FALSE,TRUE,TRUE,Increasing
WBGene00077525,0.1952,0.1902,0.1947,0.2077,0.192,0.263055,0.364343,0.133511,0.250783,0.166651,C41G7.8,C41G7.8,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00000009,0.15,0.1171,0.1248,0.1295,0.1407,0.0299792,0.0269138,0.0174948,0.0465462,0.0122488,F28F9.4,aat-8,TRUE,FALSE,FALSE,FALSE,FALSE,Not_Changing
WBGene00000050,0.1801,0.1813,0.1853,0.1809,0.1863,0.0723117,0.0550474,0.0277515,0.0266463,0.0223614,D2092.3,acr-11,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00000084,0.1429,0.1878,0.1805,0.1832,0.1716,0.10498,0.0941584,0.12231,0.0752852,0.155656,D2030.10,aex-1,TRUE,FALSE,FALSE,FALSE,TRUE,Increasing
WBGene00000117,0.3387,0.3966,0.3622,0.3108,0.2917,0.587644,0.529184,0.855939,0.70606,0.712616,F42G9.5,alh-11,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00000121,2.9107,2.8549,1.8878,1.5437,0,2.05728,1.51409,2.03991,4.78018,6.74619,F23B2.6,aly-2,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00000172,1.4363,1.2277,1.3016,1.3961,1.4106,0.713475,0.765154,0.57396,0.509804,0.327808,F40F9.9,aqp-4,TRUE,TRUE,FALSE,FALSE,FALSE,Increasing
WBGene00000181,3.1521,1.5167,1.4858,0.5933,0,3.50776,4.62707,4.88929,6.61347,6.08606,F01G4.2,ard-1,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00000219,9.4937,10.1261,10.3991,9.6046,9.264,44.9359,42.3573,62.6498,36.1348,41.2577,F21F8.7,asp-6,FALSE,FALSE,FALSE,TRUE,FALSE,Increasing
WBGene00000238,0.6134,0.6431,0.6541,0.6524,0.6463,0.308845,0.594531,0.372288,0.223906,0.232575,C54D1.6,bar-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00000248,4.2458,4.1627,3.5788,3.6037,3.3149,2.13926,1.14763,0.582277,0.984573,0.918801,C54C6.2,ben-1,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00000263,40.5797,33.1482,24.6146,18.6316,21.3397,23.7233,32.4158,29.1986,31.2806,20.705,F23H11.5,F23H11.5,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00000266,5.6263,4.1444,3.8032,3.1443,3.0222,0.645196,1.87317,1.38984,0.947941,0.570376,C53B4.7,bre-1,TRUE,FALSE,TRUE,TRUE,TRUE,L3_High
WBGene00000298,0.5669,0.5654,0.5529,0.5498,0.6058,1.23349,1.26906,1.496,1.04436,2.19106,F32G8.6,cat-4,TRUE,FALSE,TRUE,FALSE,TRUE,Larval
WBGene00000302,1.3463,1.1529,1.3427,1.4675,1.6654,0.783648,0.51857,0.230568,0.271208,0.1976,C56A3.7,cav-2,TRUE,TRUE,FALSE,TRUE,TRUE,Increasing
WBGene00000381,3.991,5.0262,4.9317,4.8162,4.8897,9.04448,6.6403,6.42214,4.391,7.3155,F01F1.8,cct-6,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00000397,2.2397,2.4291,2.0718,1.8768,1.631,0.00585382,0.486178,0.157068,0.917406,0.424968,F08B4.2,cdh-5,FALSE,FALSE,TRUE,FALSE,FALSE,L3_High
WBGene00000412,0.0807,0.0836,0.0844,0.0924,0.0958,0.180896,0.0693403,0.0458468,0.068253,0.0180758,F35E8.11,cdr-1,FALSE,FALSE,FALSE,FALSE,TRUE,L3_High
WBGene00000461,0.4406,0.4192,0.1576,0.1879,0.198,0.0400786,0.0197393,0.00873727,0.034824,0.0698382,F17A2.5,ceh-40,FALSE,FALSE,FALSE,TRUE,FALSE,Embryo_Specific
WBGene00000530,0.0492,0.0537,0.1052,0.0934,0.1563,0.0876153,0.105872,0.13091,0.141802,0.245714,E04F6.11,clh-3,TRUE,FALSE,FALSE,FALSE,FALSE,Larval
WBGene00000539,0.1734,0.1442,0.1417,0.1482,0.1681,0.122624,0.200967,0.250501,0.210769,0.250885,F07B10.1,cln-3.1,TRUE,FALSE,FALSE,TRUE,TRUE,L3_High
WBGene00000673,0.1964,0.1314,0.1663,0.2806,0.3275,6.60602,8.48971,16.2357,5.3901,23.7541,F14F7.1,col-98,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
WBGene00000781,0.1294,0.1756,0.1583,0.1759,0.179,13.2866,14.1729,21.7418,8.57897,8.36823,C52E4.1,cpr-1,FALSE,FALSE,TRUE,FALSE,FALSE,Larval
WBGene00000872,0.5698,0.4831,0.545,0.5977,0.5672,0.232361,0.235462,0.262008,0.304723,0.461515,F11H8.4,cyk-1,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00000881,26.5908,15.8186,3.6392,0,7.327,10.7582,19.3969,22.773,20.4101,11.4994,F31C3.1,cyn-5,FALSE,FALSE,TRUE,FALSE,FALSE,Increasing
WBGene00000882,7.2426,4.1708,2.6034,2.0088,0,0.614404,4.59142,15.3766,2.45524,0.850413,F42G9.2,cyn-6,TRUE,TRUE,TRUE,TRUE,FALSE,Embryo_Specific
WBGene00000884,0.558,0.6401,0.4217,0.3201,0.1713,0.603359,0.454742,0.29643,0.153938,0.212209,D1009.2,cyn-8,TRUE,FALSE,FALSE,FALSE,FALSE,L3_High
WBGene00000897,0.761,0.7755,0.8101,0.9305,0.9353,0.872635,0.527482,0.327523,0.181154,0.482628,F29C4.1,daf-1,TRUE,FALSE,FALSE,FALSE,FALSE,Increasing
