"","wbid","name","SYMBOL","Expected","Observed","Enrichment.Fold.Change","P.value","Q.value","class"
"408","WBGene00013080","head mesodermal cell WBbt:0004697","Y51A2D.13",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"409","WBGene00022413","head mesodermal cell WBbt:0004697","Y102A11A.3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"410","WBGene00043983","head mesodermal cell WBbt:0004697","C39D10.11",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"411","WBGene00008341","head mesodermal cell WBbt:0004697","ttr-44",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"412","WBGene00019720","head mesodermal cell WBbt:0004697","M01H9.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"413","WBGene00017726","head mesodermal cell WBbt:0004697","F22H10.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"414","WBGene00015933","head mesodermal cell WBbt:0004697","C17H12.8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"415","WBGene00003877","head mesodermal cell WBbt:0004697","pept-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"416","WBGene00010340","head mesodermal cell WBbt:0004697","slcf-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"417","WBGene00077757","head mesodermal cell WBbt:0004697","E02H4.7",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"418","WBGene00001243","head mesodermal cell WBbt:0004697","elo-5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"419","WBGene00001578","head mesodermal cell WBbt:0004697","ges-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"420","WBGene00019368","head mesodermal cell WBbt:0004697","txt-4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"421","WBGene00000216","head mesodermal cell WBbt:0004697","asp-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"422","WBGene00008542","head mesodermal cell WBbt:0004697","scav-6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"423","WBGene00019738","head mesodermal cell WBbt:0004697","clec-265",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"424","WBGene00003409","head mesodermal cell WBbt:0004697","mrp-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"425","WBGene00018274","head mesodermal cell WBbt:0004697","F41C3.8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"426","WBGene00011733","head mesodermal cell WBbt:0004697","T12D8.5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"427","WBGene00004789","head mesodermal cell WBbt:0004697","sgk-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"428","WBGene00001046","head mesodermal cell WBbt:0004697","dnj-28",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"429","WBGene00004297","head mesodermal cell WBbt:0004697","rad-51",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"430","WBGene00002041","head mesodermal cell WBbt:0004697","hum-8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"431","WBGene00012445","head mesodermal cell WBbt:0004697","Y16B4A.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"432","WBGene00020579","head mesodermal cell WBbt:0004697","T19D12.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"433","WBGene00014669","head mesodermal cell WBbt:0004697","zipt-2.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"434","WBGene00003678","head mesodermal cell WBbt:0004697","nhr-88",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"435","WBGene00008255","head mesodermal cell WBbt:0004697","C51E3.10",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"436","WBGene00012182","head mesodermal cell WBbt:0004697","osta-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"437","WBGene00015800","head mesodermal cell WBbt:0004697","C15H9.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"438","WBGene00003730","head mesodermal cell WBbt:0004697","nhx-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"439","WBGene00016425","head mesodermal cell WBbt:0004697","C34H4.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"440","WBGene00002915","head mesodermal cell WBbt:0004697","let-805",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"441","WBGene00000522","head mesodermal cell WBbt:0004697","clc-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"442","WBGene00003998","head mesodermal cell WBbt:0004697","pgp-4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"443","WBGene00013118","head mesodermal cell WBbt:0004697","Y51H4A.24",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"444","WBGene00011102","head mesodermal cell WBbt:0004697","R07E3.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"445","WBGene00023485","head mesodermal cell WBbt:0004697","ttr-49",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"446","WBGene00002055","head mesodermal cell WBbt:0004697","ifc-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"447","WBGene00019017","head mesodermal cell WBbt:0004697","F57F4.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"448","WBGene00000219","head mesodermal cell WBbt:0004697","asp-6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"449","WBGene00006609","head mesodermal cell WBbt:0004697","tre-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"450","WBGene00002073","head mesodermal cell WBbt:0004697","ima-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"451","WBGene00015947","head mesodermal cell WBbt:0004697","C18A11.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"452","WBGene00016335","head mesodermal cell WBbt:0004697","gba-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"453","WBGene00002497","head mesodermal cell WBbt:0004697","let-268",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"454","WBGene00022736","head mesodermal cell WBbt:0004697","ZK418.7",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"455","WBGene00022497","head mesodermal cell WBbt:0004697","Y119D3B.21",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"456","WBGene00006464","head mesodermal cell WBbt:0004697","bath-47",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"457","WBGene00018645","head mesodermal cell WBbt:0004697","F49F1.5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"458","WBGene00012968","head mesodermal cell WBbt:0004697","Y48A6B.7",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"459","WBGene00001774","head mesodermal cell WBbt:0004697","gst-26",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"460","WBGene00000966","head mesodermal cell WBbt:0004697","dhs-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"461","WBGene00007422","head mesodermal cell WBbt:0004697","ugt-17",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"462","WBGene00012018","head mesodermal cell WBbt:0004697","T25C12.3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"463","WBGene00002273","head mesodermal cell WBbt:0004697","lec-10",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"464","WBGene00003607","head mesodermal cell WBbt:0004697","nhr-8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"465","WBGene00011217","head mesodermal cell WBbt:0004697","R10E11.5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"466","WBGene00000781","head mesodermal cell WBbt:0004697","cpr-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"467","WBGene00019619","head mesodermal cell WBbt:0004697","asp-14",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"468","WBGene00022615","head mesodermal cell WBbt:0004697","ZC449.5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"469","WBGene00001745","head mesodermal cell WBbt:0004697","gsa-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"470","WBGene00015362","head mesodermal cell WBbt:0004697","fbxa-105",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"471","WBGene00011821","head mesodermal cell WBbt:0004697","cdf-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"472","WBGene00020256","head mesodermal cell WBbt:0004697","T05C3.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"473","WBGene00020577","head mesodermal cell WBbt:0004697","T19D12.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"474","WBGene00002137","head mesodermal cell WBbt:0004697","inx-15",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"475","WBGene00010658","head mesodermal cell WBbt:0004697","K08D8.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"476","WBGene00019617","head mesodermal cell WBbt:0004697","ctsa-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"477","WBGene00235352","head mesodermal cell WBbt:0004697","ZK250.13",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"478","WBGene00020662","head mesodermal cell WBbt:0004697","T21H3.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"479","WBGene00016191","head mesodermal cell WBbt:0004697","C28G1.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"480","WBGene00015116","head mesodermal cell WBbt:0004697","paic-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"481","WBGene00016912","head mesodermal cell WBbt:0004697","clec-86",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"482","WBGene00044761","head mesodermal cell WBbt:0004697","pals-19",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"483","WBGene00010334","head mesodermal cell WBbt:0004697","del-5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"484","WBGene00022515","head mesodermal cell WBbt:0004697","ttr-48",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"485","WBGene00004373","head mesodermal cell WBbt:0004697","rme-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"486","WBGene00019014","head mesodermal cell WBbt:0004697","F57C12.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"487","WBGene00011571","head mesodermal cell WBbt:0004697","ttr-46",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"488","WBGene00000081","head mesodermal cell WBbt:0004697","ads-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"489","WBGene00005657","head mesodermal cell WBbt:0004697","srr-6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"490","WBGene00008194","head mesodermal cell WBbt:0004697","C49C3.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"491","WBGene00004737","head mesodermal cell WBbt:0004697","scc-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"492","WBGene00012834","head mesodermal cell WBbt:0004697","Y43F8C.13",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"493","WBGene00018760","head mesodermal cell WBbt:0004697","irg-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"494","WBGene00017574","head mesodermal cell WBbt:0004697","pxmp-4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"495","WBGene00012101","head mesodermal cell WBbt:0004697","zip-10",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"496","WBGene00020788","head mesodermal cell WBbt:0004697","nep-22",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"497","WBGene00001786","head mesodermal cell WBbt:0004697","gst-38",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"498","WBGene00017427","head mesodermal cell WBbt:0004697","acp-5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"499","WBGene00019779","head mesodermal cell WBbt:0004697","endu-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"500","WBGene00013119","head mesodermal cell WBbt:0004697","Y51H4A.25",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"501","WBGene00009389","head mesodermal cell WBbt:0004697","F35B12.10",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"502","WBGene00003786","head mesodermal cell WBbt:0004697","npa-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"503","WBGene00015605","head mesodermal cell WBbt:0004697","C08E3.13",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"504","WBGene00008891","head mesodermal cell WBbt:0004697","clec-42",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"505","WBGene00019894","head mesodermal cell WBbt:0004697","R05F9.11",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"506","WBGene00017905","head mesodermal cell WBbt:0004697","F28F5.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"507","WBGene00017515","head mesodermal cell WBbt:0004697","F16F9.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"508","WBGene00013295","head mesodermal cell WBbt:0004697","Y57G11B.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"509","WBGene00020799","head mesodermal cell WBbt:0004697","T25D10.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"510","WBGene00008199","head mesodermal cell WBbt:0004697","C49C3.9",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"511","WBGene00018886","head mesodermal cell WBbt:0004697","npr-28",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"512","WBGene00003689","head mesodermal cell WBbt:0004697","nhr-99",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"513","WBGene00018138","head mesodermal cell WBbt:0004697","folt-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"514","WBGene00008296","head mesodermal cell WBbt:0004697","cdr-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"515","WBGene00022642","head mesodermal cell WBbt:0004697","lipl-5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"516","WBGene00006820","head mesodermal cell WBbt:0004697","unc-89",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"517","WBGene00017334","head mesodermal cell WBbt:0004697","F10D2.8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"518","WBGene00001754","head mesodermal cell WBbt:0004697","gst-6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"519","WBGene00019830","head mesodermal cell WBbt:0004697","hrg-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"520","WBGene00021262","head mesodermal cell WBbt:0004697","fbxa-74",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"521","WBGene00018226","head mesodermal cell WBbt:0004697","F40B5.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"522","WBGene00007131","head mesodermal cell WBbt:0004697","pals-26",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"523","WBGene00011399","head mesodermal cell WBbt:0004697","T03F6.3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"524","WBGene00003957","head mesodermal cell WBbt:0004697","pcp-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"525","WBGene00007909","head mesodermal cell WBbt:0004697","C34B4.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"526","WBGene00021852","head mesodermal cell WBbt:0004697","Y54F10AM.8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"527","WBGene00010128","head mesodermal cell WBbt:0004697","F55G11.8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"528","WBGene00012531","head mesodermal cell WBbt:0004697","Y32F6B.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"529","WBGene00006915","head mesodermal cell WBbt:0004697","vha-6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"530","WBGene00002271","head mesodermal cell WBbt:0004697","lec-8",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"531","WBGene00044469","head mesodermal cell WBbt:0004697","clec-173",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"532","WBGene00013228","head mesodermal cell WBbt:0004697","Y56A3A.7",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"533","WBGene00219316","head mesodermal cell WBbt:0004697","F21A3.11",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"534","WBGene00003959","head mesodermal cell WBbt:0004697","pcp-4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"535","WBGene00007139","head mesodermal cell WBbt:0004697","mnp-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"536","WBGene00013716","head mesodermal cell WBbt:0004697","Y106G6H.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"537","WBGene00004922","head mesodermal cell WBbt:0004697","snt-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"538","WBGene00007394","head mesodermal cell WBbt:0004697","C06H5.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"539","WBGene00001994","head mesodermal cell WBbt:0004697","hpk-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"540","WBGene00016379","head mesodermal cell WBbt:0004697","C33H5.13",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"541","WBGene00002058","head mesodermal cell WBbt:0004697","ifd-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"542","WBGene00018907","head mesodermal cell WBbt:0004697","F55G1.15",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"543","WBGene00010266","head mesodermal cell WBbt:0004697","dct-18",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"544","WBGene00002299","head mesodermal cell WBbt:0004697","let-23",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"545","WBGene00019273","head mesodermal cell WBbt:0004697","H43E16.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"546","WBGene00008492","head mesodermal cell WBbt:0004697","F01D5.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"547","WBGene00002043","head mesodermal cell WBbt:0004697","hyl-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"548","WBGene00021586","head mesodermal cell WBbt:0004697","clec-75",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"549","WBGene00000215","head mesodermal cell WBbt:0004697","asp-2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"550","WBGene00016705","head mesodermal cell WBbt:0004697","slcr-46.1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"551","WBGene00010150","head mesodermal cell WBbt:0004697","F56D5.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"552","WBGene00001597","head mesodermal cell WBbt:0004697","gld-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"553","WBGene00000885","head mesodermal cell WBbt:0004697","cyn-9",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"554","WBGene00008495","head mesodermal cell WBbt:0004697","F01D5.5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"555","WBGene00011181","head mesodermal cell WBbt:0004697","R09H10.3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"556","WBGene00018146","head mesodermal cell WBbt:0004697","F37C4.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"557","WBGene00002276","head mesodermal cell WBbt:0004697","lem-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"558","WBGene00003943","head mesodermal cell WBbt:0004697","pbo-4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"559","WBGene00050899","head mesodermal cell WBbt:0004697","T10C6.15",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"560","WBGene00008944","head mesodermal cell WBbt:0004697","F19B2.5",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"561","WBGene00004988","head mesodermal cell WBbt:0004697","spp-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"562","WBGene00009259","head mesodermal cell WBbt:0004697","hpo-34",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"563","WBGene00003473","head mesodermal cell WBbt:0004697","mtl-1",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"564","WBGene00008228","head mesodermal cell WBbt:0004697","C50B8.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"565","WBGene00007557","head mesodermal cell WBbt:0004697","C14A4.6",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"566","WBGene00012404","head mesodermal cell WBbt:0004697","Y6G8.2",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"567","WBGene00001638","head mesodermal cell WBbt:0004697","gly-13",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"568","WBGene00010328","head mesodermal cell WBbt:0004697","F59C6.11",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"569","WBGene00009595","head mesodermal cell WBbt:0004697","cbp-3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"570","WBGene00009403","head mesodermal cell WBbt:0004697","F35C11.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"571","WBGene00007112","head mesodermal cell WBbt:0004697","B0035.13",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"572","WBGene00010041","head mesodermal cell WBbt:0004697","F54C9.3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"573","WBGene00009798","head mesodermal cell WBbt:0004697","F46G10.4",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"574","WBGene00016218","head mesodermal cell WBbt:0004697","pals-23",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"575","WBGene00010977","head mesodermal cell WBbt:0004697","R02D5.3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"576","WBGene00021325","head mesodermal cell WBbt:0004697","Y34B4A.9",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"577","WBGene00012144","head mesodermal cell WBbt:0004697","T28H10.3",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
"578","WBGene00009432","head mesodermal cell WBbt:0004697","cld-9",84.5406116409076,128,1.51406522280309,6.01095342210464e-08,3.00547671105232e-06,"ClassB"
