wbid,name,SYMBOL,Expected,Observed,Enrichment.Fold.Change,P.value,Q.value,class
WBGene00015677,head mesodermal cell WBbt:0004697,cpg-4,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00010828,head mesodermal cell WBbt:0004697,M02B1.3,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00003093,head mesodermal cell WBbt:0004697,lys-4,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011936,head mesodermal cell WBbt:0004697,pgrn-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004059,head mesodermal cell WBbt:0004697,pmp-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00002057,head mesodermal cell WBbt:0004697,ifd-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011638,head mesodermal cell WBbt:0004697,ostb-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011423,head mesodermal cell WBbt:0004697,ipla-7,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00018024,head mesodermal cell WBbt:0004697,F35A5.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00010238,head mesodermal cell WBbt:0004697,F58B4.5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00021590,head mesodermal cell WBbt:0004697,Y46D2A.2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00018350,head mesodermal cell WBbt:0004697,ifo-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00013197,head mesodermal cell WBbt:0004697,ttm-5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00021503,head mesodermal cell WBbt:0004697,ctsa-4.2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004999,head mesodermal cell WBbt:0004697,spp-14,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011222,head mesodermal cell WBbt:0004697,R10H10.3,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00009895,head mesodermal cell WBbt:0004697,scl-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00013025,head mesodermal cell WBbt:0004697,vha-13,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00017434,head mesodermal cell WBbt:0004697,F13H8.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00012253,head mesodermal cell WBbt:0004697,clec-50,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00012664,head mesodermal cell WBbt:0004697,Y39B6A.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00044485,head mesodermal cell WBbt:0004697,Y54G2A.41,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00001863,head mesodermal cell WBbt:0004697,him-4,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00007867,head mesodermal cell WBbt:0004697,C32H11.4,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004986,head mesodermal cell WBbt:0004697,spp-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00012464,head mesodermal cell WBbt:0004697,arrd-7,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00019748,head mesodermal cell WBbt:0004697,atg-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00009093,head mesodermal cell WBbt:0004697,F23H12.3,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00018731,head mesodermal cell WBbt:0004697,F53A9.8,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015608,head mesodermal cell WBbt:0004697,math-3,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00003056,head mesodermal cell WBbt:0004697,lon-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00022644,head mesodermal cell WBbt:0004697,dod-19,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00016004,head mesodermal cell WBbt:0004697,C18H9.6,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004169,head mesodermal cell WBbt:0004697,pqn-89,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00001814,head mesodermal cell WBbt:0004697,haf-4,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00009483,head mesodermal cell WBbt:0004697,F36G3.2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00022276,head mesodermal cell WBbt:0004697,nlp-40,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011756,head mesodermal cell WBbt:0004697,ctg-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00044770,head mesodermal cell WBbt:0004697,C53C11.5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00001163,head mesodermal cell WBbt:0004697,efn-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00019957,head mesodermal cell WBbt:0004697,R08E3.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00000977,head mesodermal cell WBbt:0004697,dhs-14,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011182,head mesodermal cell WBbt:0004697,R09H10.5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00017957,head mesodermal cell WBbt:0004697,F31F4.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00044206,head mesodermal cell WBbt:0004697,T26H5.9,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00018646,head mesodermal cell WBbt:0004697,mul-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011893,head mesodermal cell WBbt:0004697,T21C9.6,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00016599,head mesodermal cell WBbt:0004697,C42D8.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00013227,head mesodermal cell WBbt:0004697,Y56A3A.6,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00018636,head mesodermal cell WBbt:0004697,oef-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00011844,head mesodermal cell WBbt:0004697,T19C9.8,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00003091,head mesodermal cell WBbt:0004697,lys-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00018398,head mesodermal cell WBbt:0004697,sptl-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015956,head mesodermal cell WBbt:0004697,C18B2.5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004058,head mesodermal cell WBbt:0004697,pmp-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015471,head mesodermal cell WBbt:0004697,lmp-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00001784,head mesodermal cell WBbt:0004697,gst-36,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00022505,head mesodermal cell WBbt:0004697,ZC21.3,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00000067,head mesodermal cell WBbt:0004697,act-5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00008499,head mesodermal cell WBbt:0004697,cyp-37A1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00019211,head mesodermal cell WBbt:0004697,H18N23.2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015823,head mesodermal cell WBbt:0004697,C16B8.3,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00016061,head mesodermal cell WBbt:0004697,hpo-15,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00044792,head mesodermal cell WBbt:0004697,F59C6.14,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00008167,head mesodermal cell WBbt:0004697,acox-1.5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00007857,head mesodermal cell WBbt:0004697,C31H5.6,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00008220,head mesodermal cell WBbt:0004697,C50B6.7,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00010769,head mesodermal cell WBbt:0004697,asah-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00010204,head mesodermal cell WBbt:0004697,cpr-9,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00001506,head mesodermal cell WBbt:0004697,fut-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00006628,head mesodermal cell WBbt:0004697,tsp-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00001581,head mesodermal cell WBbt:0004697,gfi-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00020340,head mesodermal cell WBbt:0004697,T08B1.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00017667,head mesodermal cell WBbt:0004697,ttr-37,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004238,head mesodermal cell WBbt:0004697,ptr-24,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00021322,head mesodermal cell WBbt:0004697,Y34B4A.6,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00000172,head mesodermal cell WBbt:0004697,aqp-4,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00012295,head mesodermal cell WBbt:0004697,nmat-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00010125,head mesodermal cell WBbt:0004697,dod-22,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015047,head mesodermal cell WBbt:0004697,faah-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00019166,head mesodermal cell WBbt:0004697,tat-2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00022200,head mesodermal cell WBbt:0004697,fard-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00019579,head mesodermal cell WBbt:0004697,oac-57,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00009394,head mesodermal cell WBbt:0004697,clec-63,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00013906,head mesodermal cell WBbt:0004697,ugt-5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00021048,head mesodermal cell WBbt:0004697,W05H9.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00018683,head mesodermal cell WBbt:0004697,F52D1.2,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00044296,head mesodermal cell WBbt:0004697,F10C1.9,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015220,head mesodermal cell WBbt:0004697,B0507.3,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00017969,head mesodermal cell WBbt:0004697,ctsa-3.1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00019682,head mesodermal cell WBbt:0004697,K12H4.7,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015695,head mesodermal cell WBbt:0004697,ugt-26,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004990,head mesodermal cell WBbt:0004697,spp-5,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00022346,head mesodermal cell WBbt:0004697,pals-17,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00045457,head mesodermal cell WBbt:0004697,F33H12.7,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00015469,head mesodermal cell WBbt:0004697,C05D2.8,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00016542,head mesodermal cell WBbt:0004697,C39H7.4,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00002032,head mesodermal cell WBbt:0004697,htp-1,84.5406116409076,128,1.5140652228030869,6.010953422104635e-8,3.0054767110523176e-6,Target Gene Class A2
WBGene00004878,hyp1 WBbt:0004694,smf-3,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004878,hyp2 WBbt:0004692,smf-3,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00001163,hyp2 WBbt:0004692,efn-2,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00003813,hyp3 WBbt:0004690,nrf-6,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004878,hyp3 WBbt:0004690,smf-3,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004878,hyp4 WBbt:0004687,smf-3,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00003813,hyp5 WBbt:0004685,nrf-6,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004878,hyp5 WBbt:0004685,smf-3,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00004878,hyp6 WBbt:0004679,smf-3,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00003090,IL1L WBbt:0004553,lys-1,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00003090,IL1R WBbt:0004551,lys-1,0.31963170009865177,1,3.1286008230452675,0,0,Target Gene Class A1
WBGene00003090,IL1VR WBbt:0004547,lys-1,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00001163,IL1VR WBbt:0004547,efn-2,0.6392634001973035,2,3.1286008230452675,0,0,Target Gene Class A1
WBGene00018195,intestine WBbt:0005772,btb-16,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00018195,intestine WBbt:0005772,btb-16,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00016757,intestine WBbt:0005772,C49A9.3,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00016757,intestine WBbt:0005772,C49A9.3,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00009877,intestine WBbt:0005772,F49C12.7,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00009877,intestine WBbt:0005772,F49C12.7,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00010117,intestine WBbt:0005772,nkb-3,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00010117,intestine WBbt:0005772,nkb-3,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00003097,intestine WBbt:0005772,lys-8,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00003097,intestine WBbt:0005772,lys-8,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00007609,intestine WBbt:0005772,C15C8.7,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00007609,intestine WBbt:0005772,C15C8.7,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00013080,intestine WBbt:0005772,Y51A2D.13,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00013080,intestine WBbt:0005772,Y51A2D.13,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00011167,intestine WBbt:0005772,chil-23,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00011167,intestine WBbt:0005772,chil-23,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00022413,intestine WBbt:0005772,Y102A11A.3,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00022413,intestine WBbt:0005772,Y102A11A.3,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00043983,intestine WBbt:0005772,C39D10.11,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00043983,intestine WBbt:0005772,C39D10.11,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00008341,intestine WBbt:0005772,ttr-44,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00008341,intestine WBbt:0005772,ttr-44,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00007220,intestine WBbt:0005772,C01B9.1,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00007220,intestine WBbt:0005772,C01B9.1,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00019720,intestine WBbt:0005772,M01H9.4,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00019720,intestine WBbt:0005772,M01H9.4,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00017726,intestine WBbt:0005772,F22H10.2,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00017726,intestine WBbt:0005772,F22H10.2,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00004876,intestine WBbt:0005772,smf-1,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00004876,intestine WBbt:0005772,smf-1,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00015933,intestine WBbt:0005772,C17H12.8,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00015933,intestine WBbt:0005772,C17H12.8,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00015050,intestine WBbt:0005772,clec-51,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00015050,intestine WBbt:0005772,clec-51,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00003877,intestine WBbt:0005772,pept-1,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00003877,intestine WBbt:0005772,pept-1,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00010340,intestine WBbt:0005772,slcf-1,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00010340,intestine WBbt:0005772,slcf-1,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00044807,intestine WBbt:0005772,T19H5.6,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00044807,intestine WBbt:0005772,T19H5.6,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00077757,intestine WBbt:0005772,E02H4.7,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00077757,intestine WBbt:0005772,E02H4.7,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00010341,intestine WBbt:0005772,glo-3,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00010341,intestine WBbt:0005772,glo-3,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00001243,intestine WBbt:0005772,elo-5,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00001243,intestine WBbt:0005772,elo-5,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00001578,intestine WBbt:0005772,ges-1,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00001578,intestine WBbt:0005772,ges-1,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00019368,intestine WBbt:0005772,txt-4,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00019368,intestine WBbt:0005772,txt-4,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00000216,intestine WBbt:0005772,asp-3,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00000216,intestine WBbt:0005772,asp-3,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00008542,intestine WBbt:0005772,scav-6,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00008542,intestine WBbt:0005772,scav-6,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00019738,intestine WBbt:0005772,clec-265,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00019738,intestine WBbt:0005772,clec-265,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00003409,intestine WBbt:0005772,mrp-3,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00003409,intestine WBbt:0005772,mrp-3,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00017625,intestine WBbt:0005772,cgt-2,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00017625,intestine WBbt:0005772,cgt-2,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00018274,intestine WBbt:0005772,F41C3.8,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00018274,intestine WBbt:0005772,F41C3.8,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
WBGene00013650,intestine WBbt:0005772,Y105C5B.9,253.14830647813218,299,1.1811258157708775,9.044932340365523e-5,9.044932340365523e-4,Target Gene Class A1
WBGene00013650,intestine WBbt:0005772,Y105C5B.9,160.9523183163433,206,1.2798821548821548,1.2987287081900925e-5,5.565980177957539e-4,Target Gene Class A2
