LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,LE_peak_1_summit,LE_peak_2_summit,L1_peak_1_summit,L1_peak_2_summit,L3_peak_1_summit,L3_peak_2_summit,summit_agreement,k4cluster,k6cluster,k4weights,k6weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,intestine_dev_cluster,class
1.552541,1.853159,2.472488,2.2370390000000002,5.216619,5.413851,1,1,1,14822568,14822596,14822608,14822573,14822581,14822577,12.111111111318072,4,6,0.712,1.000,1.703,2.355,5.315,-0.738,-0.400,1.138,ELT2peak03314,Increasing,3.7064513503365824,ELT2peak03314,WBGene00003651,14816130,14840009,-,inside,5324,6115,Overlapping,NA,NA
1.234465,1.556811,2.345292,2.033947,3.00946,2.445559,0,1,1,NA,NA,14850899,14850948,14850887,14850881,22.125,2,5,0.611,1.000,1.396,2.190,2.728,-1.058,0.127,0.930,ELT2peak03315,Larval,0.4489356611590834,ELT2peak03315,WBGene00000399,14843177,14850907,+,overlapEnd,3940,272,Overlapping,NA,NA
2.552541,3.015942,1.777608,1.350186,1.980891,2.546488,1,0,0,14857194,14857111,NA,NA,NA,NA,41.5,1,1,0.908,1.000,2.784,1.564,2.264,0.948,-1.045,0.098,ELT2peak03316,Embryo_Specific,0.3749874377400834,ELT2peak03316,WBGene00011043,14857253,14866669,+,overlapStart,-4695,468,Overlapping,NA,NA
1.447459,1.369234,2.489103,2.36257,3.225778,3.779978,0,1,1,NA,NA,14864512,14864526,14864455,14864461,30.5,4,5,0.735,1.000,1.408,2.426,3.503,-0.990,-0.019,1.009,ELT2peak03317,Increasing,1.0970610828857499,ELT2peak03317,WBGene00011043,14857253,14866669,+,inside,2535,1891,Overlapping,NA,NA
2.415037,1.444785,1.602036,1.256775,3.466318,3.891624,0,0,1,NA,NA,NA,NA,14865338,14865316,11,3,4,0.948,1.000,1.930,1.429,3.679,-0.352,-0.776,1.128,ELT2peak03318,L3_High,1.395043596320083,ELT2peak03318,WBGene00011043,14857253,14866669,+,inside,3455,906,Overlapping,NA,NA
1.652077,2.681824,2.017074,1.847997,2.876194,3.403124,0,0,1,NA,NA,NA,NA,14866862,14866858,2,3,4,0.969,1.000,2.167,1.933,3.140,-0.384,-0.751,1.135,ELT2peak03319,L3_High,0.40970989374158334,ELT2peak03319,WBGene00011045,14866766,14869671,+,overlapStart,-612,154,Overlapping,NA,NA
1.432959,1.424026,1.162271,1.30117,2.32799,2.666159,0,0,1,NA,NA,NA,NA,14958275,14958280,2.5,3,4,0.990,1.000,1.428,1.232,2.497,-0.427,-0.716,1.143,ELT2peak03320,L3_High,0.46361790933733343,ELT2peak03320,WBGene00013149,14954063,14958212,-,overlapStart,-2143,178,Overlapping,NA,NA
3.189825,2.807355,3.629356,3.70044,5.342659,5.594423,1,1,1,14959473,14959452,14959453,14959442,14959501,14959486,18.833333333333332,4,6,0.953,1.000,2.999,3.665,5.469,-0.818,-0.297,1.115,ELT2peak03321,Increasing,1.6329587274523334,ELT2peak03321,WBGene00001247,14959513,14964112,-,overlapEnd,2258,387,Overlapping,NA,Target Gene Class B
0.540568,0.516124,1.61891,2,2.729352,3.00946,0,0,1,NA,NA,NA,NA,14962938,14962903,17.5,4,5,0.508,1.000,0.528,1.809,2.869,-1.030,0.063,0.967,ELT2peak03322,Increasing,1.374216385980333,ELT2peak03322,WBGene00001247,14959513,14964112,-,inside,-1208,728,Overlapping,NA,Target Gene Class B
1.485427,1.707819,2.792558,2.71097,3.348262,3.544049,1,1,1,15025925,15025959,15025964,15025942,15025973,15025962,13.777777777984738,2,5,0.718,1.000,1.597,2.752,3.446,-1.072,0.164,0.908,ELT2peak03326,Larval,0.8728834589515829,ELT2peak03326,WBGene00013160,15026114,15037854,+,overlapStart,-5956,339,Overlapping,NA,NA
1.106915,1.54432,1.255655,1.514573,2.243926,2.381429,0,0,1,NA,NA,NA,NA,15039400,15039130,135,3,4,0.707,1.000,1.326,1.385,2.313,-0.630,-0.523,1.153,ELT2peak03327,L3_High,0.30636688727408334,ELT2peak03327,WBGene00000208,15039402,15048908,+,overlapStart,-4892,240,Overlapping,NA,NA
1,1.366782,1.555215,1.36257,2.091923,3.169925,0,0,1,NA,NA,NA,NA,15041534,15041477,28.5,4,6,0.747,1.000,1.183,1.459,2.631,-0.747,-0.389,1.136,ELT2peak03328,Increasing,0.5908184499305836,ELT2peak03328,WBGene00000208,15039402,15048908,+,inside,-2239,1829,Overlapping,NA,NA
0.59561,0.527247,1.327805,1.08573,3.169925,3.381429,0,0,1,NA,NA,NA,NA,15043832,15044056,112,4,6,0.889,1.000,0.561,1.207,3.276,-0.790,-0.335,1.124,ELT2peak03329,Increasing,2.01066564397725,ELT2peak03329,WBGene00000208,15039402,15048908,+,inside,-207,4190,Overlapping,NA,NA
1.830075,1.600904,1.670692,1.707218,3.44556,4.091923,1,0,1,15074887,15074929,NA,NA,15074926,15074924,14.75,3,4,0.902,1.000,1.715,1.689,3.769,-0.566,-0.588,1.155,ELT2peak03330,L3_High,1.42367662346275,ELT2peak03330,WBGene00013165,15069866,15079478,+,inside,317,4064,Overlapping,NA,NA
2.616672,3.058894,1.741082,1.571157,2.565854,2.314315,1,1,0,15089681,15089673,15089661,15089661,NA,NA,8,1,1,0.852,1.000,2.838,1.656,2.440,0.876,-1.090,0.214,ELT2peak03331,Embryo_Specific,0.36151564089325,ELT2peak03331,WBGene00013167,15090172,15109042,+,overlapStart,-9733,229,Overlapping,NA,Target Gene Class A1
1.938599,2.017573,2.438338,2.523035,4.255898,4.658963,1,1,1,15111513,15111487,15111545,15111509,15111541,15111516,16.333333333333332,4,6,0.789,1.000,1.978,2.481,4.457,-0.758,-0.375,1.133,ELT2peak03332,Increasing,1.7178788756360834,ELT2peak03332,WBGene00013176,15110144,15116319,+,inside,-1630,1017,Overlapping,Post-embryonic,NA
1.793549,1.444785,0.844722,0.749038,2.091923,2.50696,0,0,1,NA,NA,NA,NA,15120120,15120122,1,3,2,0.615,1.000,1.619,0.797,2.299,0.063,-1.030,0.967,ELT2peak03333,L3_High,0.5661033945002499,ELT2peak03333,WBGene00013168,15120295,15123345,+,overlapStart,-1697,75,Overlapping,NA,NA
1.440573,1.329308,0.86507,0.929611,0.828888,0.729352,1,0,0,15139772,15138988,NA,NA,NA,NA,392,0,0,0.000,0.000,1.385,0.897,0.779,1.135,-0.383,-0.752,ELT2peak03334,Not_Changing,0.10312472080674996,ELT2peak03334,WBGene00013171,15136182,15145370,+,inside,-1296,2480,Overlapping,NA,NA
0.704544,0.859822,1.610498,1.652077,3.779978,4.899278,0,0,1,NA,NA,NA,NA,15164613,15164652,19.5,4,6,0.892,1.000,0.782,1.631,4.340,-0.791,-0.334,1.124,ELT2peak03335,Increasing,3.4519169406475823,ELT2peak03335,WBGene00001774,15163808,15165716,-,inside,26,565,Overlapping,NA,Target Gene Class A1
2.118181,2.131627,1.954801,2.073064,5.297037,5.551354,1,1,1,15166018,15166039,15166064,15166023,15165978,15166099,30.5,3,4,0.935,1.000,2.125,2.014,5.424,-0.548,-0.606,1.154,ELT2peak03336,L3_High,3.7545888008255828,ELT2peak03336,WBGene00001774,15163808,15165716,-,overlapStart,-1357,21,Overlapping,NA,Target Gene Class A1
0.463947,0.396422,1.046096,1.30117,3.169925,3.091923,0,0,1,NA,NA,NA,NA,15167579,15167539,20,4,6,0.961,1.000,0.430,1.174,3.131,-0.823,-0.290,1.113,ELT2peak03337,Increasing,1.946282929615584,ELT2peak03337,WBGene00001776,15166194,15167408,-,overlapStart,-756,115,Overlapping,Post-embryonic,NA
0.678072,0.600904,1.162271,1.067114,4.314315,4.207399,0,0,1,NA,NA,NA,NA,15170054,15170100,23,4,6,0.516,1.000,0.639,1.115,4.261,-0.694,-0.452,1.146,ELT2peak03338,Increasing,3.873080635340249,ELT2peak03338,WBGene00001777,15168538,15169861,-,overlapStart,-881,47,Overlapping,NA,NA
1,1.222392,1.764668,1.986194,3.536707,4.05128,0,1,1,NA,NA,15197693,15197677,15197709,15197755,23.5,4,6,0.973,1.000,1.111,1.875,3.794,-0.831,-0.278,1.110,ELT2peak03342,Increasing,1.9103899379395832,ELT2peak03342,WBGene00021597,15196733,15229725,+,inside,-15419,694,Overlapping,NA,NA
1.056583,0.392317,1.684498,1.893085,3.00946,3.676885,0,0,1,NA,NA,NA,NA,15201261,15201102,79.5,4,6,0.935,1.000,0.724,1.789,3.343,-0.932,-0.124,1.056,ELT2peak03343,Increasing,1.7344384422982495,ELT2peak03343,WBGene00021597,15196733,15229725,+,inside,-11825,4123,Overlapping,NA,NA
1,1.222392,1.251539,1.152003,1.828888,2.169925,0,0,1,NA,NA,NA,NA,15202876,15202640,118,3,4,0.548,1.000,1.111,1.202,1.999,-0.668,-0.482,1.150,ELT2peak03344,L3_High,0.23889068563258337,ELT2peak03344,WBGene00021597,15196733,15229725,+,inside,-10392,5661,Overlapping,NA,NA
0.900464,1.115477,1.389042,0.830075,2.729352,3.00946,0,0,1,NA,NA,NA,NA,15204851,15204772,39.5,3,4,0.727,1.000,1.008,1.110,2.869,-0.625,-0.528,1.153,ELT2peak03345,L3_High,1.0953875776100828,ELT2peak03345,WBGene00021597,15196733,15229725,+,inside,-7853,7793,Overlapping,NA,NA
1.444785,1.965235,1.874469,2.057715,3.424498,3.995247,1,1,1,15207785,15207762,15207772,15207804,15207772,15207823,18.11111111131807,4,6,0.512,1.000,1.705,1.966,3.710,-0.693,-0.453,1.146,ELT2peak03346,Increasing,1.1880679811350832,ELT2peak03346,WBGene00021597,15196733,15229725,+,inside,-5367,10703,Overlapping,NA,NA
1.736966,1.020759,0.932886,0.880701,1.980891,2.729352,0,0,1,NA,NA,NA,NA,15209325,15209379,27,3,4,0.846,1.000,1.379,0.907,2.355,-0.228,-0.867,1.094,ELT2peak03347,L3_High,0.5455974619043334,ELT2peak03347,WBGene00021597,15196733,15229725,+,inside,-3745,12352,Overlapping,NA,NA
1.725825,1.900464,1.747234,1.415038,0.921998,1.14439,1,0,0,15220618,15220617,NA,NA,NA,NA,0.5,1,1,0.559,1.000,1.813,1.581,1.033,0.842,0.263,-1.105,ELT2peak03348,Embryo_Specific,0.1603985269810833,ELT2peak03348,WBGene00021597,15196733,15229725,+,inside,7613,8331,Overlapping,NA,NA
1.965235,2.022094,1.370838,1.062585,3.037475,3.337035,1,0,1,15232964,15232902,NA,NA,15232909,15232914,20.875,3,2,0.773,1.000,1.994,1.217,3.187,-0.140,-0.923,1.063,ELT2peak03349,L3_High,0.9852259885485838,ELT2peak03349,WBGene00021595,15232947,15244933,+,overlapStart,-5635,371,Overlapping,NA,NA
2.093109,2.359896,3.109804,2.736966,3.966392,4.00946,0,1,1,NA,NA,15251785,15251789,15251824,15251822,18,4,6,0.952,1.000,2.227,2.923,3.988,-0.924,-0.138,1.062,ELT2peak03350,Increasing,0.7869175843065832,ELT2peak03350,WBGene00021594,15244472,15251774,-,overlapStart,-3771,239,Overlapping,NA,NA
1.14439,0.881355,1.532495,1.050626,1.921998,1.828888,1,0,1,15271919,15271244,NA,NA,15271914,15271888,248.625,4,6,0.998,1.000,1.013,1.292,1.875,-0.864,-0.231,1.095,ELT2peak03355,Increasing,0.19376894043675005,ELT2peak03355,WBGene00007064,15268210,15276274,+,inside,-222,2708,Overlapping,NA,NA
0.815575,1.556811,1.959811,1.29956,4.792362,4.767488,0,0,1,NA,NA,NA,NA,3185,3175,5,4,6,0.484,1.000,1.186,1.630,4.780,-0.687,-0.460,1.147,ELT2peak03357,Increasing,3.839267365456751,ELT2peak03357,WBGene00008352,1219,3097,-,overlapStart,-1122,96,Overlapping,NA,NA
2.473931,2.433897,1.684498,1.893085,3.314315,4.05128,1,0,1,8907,8920,NA,NA,8891,8882,13.5,3,4,0.819,1.000,2.454,1.789,3.683,-0.196,-0.888,1.083,ELT2peak03358,L3_High,0.9233002207690838,ELT2peak03358,WBGene00019183,3321,11947,+,inside,1508,2247,Overlapping,NA,NA
1.710493,1.600904,1.280108,1.415038,3.921998,4.00946,0,0,1,NA,NA,NA,NA,11872,11867,2.5,3,4,0.997,1.000,1.656,1.348,3.966,-0.466,-0.682,1.148,ELT2peak03359,L3_High,2.0476538458360825,ELT2peak03359,WBGene00019183,3321,11947,+,overlapEnd,4234,168,Overlapping,NA,NA
1.099536,1,2.455679,2.118644,3.243926,3.381429,0,0,1,NA,NA,NA,NA,12625,12653,14,4,5,0.510,1.000,1.050,2.287,3.313,-1.030,0.062,0.967,ELT2peak03360,Increasing,1.2839308575480832,ELT2peak03360,WBGene00003670,12131,14869,-,inside,564,254,Overlapping,NA,NA
3.5025,3.405614,4,4.131245,6.275145,6.348262,1,1,1,14908,14891,14905,14855,14910,14958,21,4,6,0.825,1.000,3.454,4.066,6.312,-0.769,-0.362,1.131,ELT2peak03361,Increasing,2.2641726230522505,ELT2peak03361,WBGene00003670,12131,14869,-,overlapStart,-1675,196,Overlapping,NA,NA
0.632268,1.075551,2.321928,2.389042,3.413851,2.876194,0,0,1,NA,NA,NA,NA,17717,17752,17.5,2,5,0.817,1.000,0.854,2.355,3.145,-1.086,0.204,0.882,ELT2peak03362,Larval,1.35454953747925,ELT2peak03362,WBGene00019184,17316,19675,-,inside,652,161,Overlapping,NA,NA
1.859822,1.596788,1.319501,1.480222,2.546488,2.828888,1,0,1,86551,86570,NA,NA,86530,86510,20.25,3,4,0.918,1.000,1.728,1.400,2.688,-0.314,-0.805,1.119,ELT2peak03363,L3_High,0.4477979945805833,ELT2peak03363,WBGene00018794,69873,86384,-,overlapStart,-8966,156,Overlapping,NA,NA
1.459432,1.724893,2.325095,2.220126,2.400045,2.472194,0,1,1,NA,NA,89347,89350,89355,89332,7,2,3,0.993,1.000,1.592,2.273,2.436,-1.135,0.385,0.750,ELT2peak03364,Larval,0.20033468193899998,ELT2peak03364,WBGene00018793,87557,89243,+,overlapEnd,1056,157,Overlapping,Adult,NA
1.169925,1.835369,3.229734,2.86821,5.188784,5.649918,0,1,1,NA,NA,120389,120414,120388,120377,11,4,6,0.954,1.000,1.503,3.049,5.419,-0.923,-0.139,1.062,ELT2peak03370,Increasing,3.891731305480335,ELT2peak03370,WBGene00016219,120476,126527,+,overlapStart,-3087,190,Overlapping,NA,Target Gene Class B
0.943416,0.887973,1.847997,1.929611,2.828888,3.169925,0,0,1,NA,NA,NA,NA,121459,121226,116.5,4,5,0.794,1.000,0.916,1.889,2.999,-0.977,-0.044,1.021,ELT2peak03371,Increasing,1.08703928515675,ELT2peak03371,WBGene00016219,120476,126527,+,inside,-1721,504,Overlapping,NA,Target Gene Class B
1.201634,1.122857,2.947533,2.684498,2.195016,2.195016,0,0,1,NA,NA,NA,NA,123072,123900,414,2,3,0.646,1.000,1.162,2.816,2.195,-1.072,0.908,0.164,ELT2peak03372,Larval,0.6978684162617498,ELT2peak03372,WBGene00016219,120476,126527,+,inside,97,2161,Overlapping,NA,Target Gene Class B
1.369234,1.096861,1.86507,1.955146,2.243926,2.565854,0,1,1,NA,NA,130841,130856,130820,130773,26,2,5,0.536,1.000,1.233,1.910,2.405,-1.048,0.103,0.944,ELT2peak03374,Larval,0.34607249883174995,ELT2peak03374,WBGene00016217,130940,131756,+,overlapStart,-530,168,Overlapping,NA,Target Gene Class A1
2,1.485427,1.912767,1.844722,4.622437,5.071744,0,1,1,NA,NA,131890,131890,131857,131843,20,3,4,0.762,1.000,1.743,1.879,4.847,-0.616,-0.538,1.154,ELT2peak03375,L3_High,3.0777898278010003,ELT2peak03375,WBGene00016217,130940,131756,+,overlapEnd,636,159,Overlapping,NA,Target Gene Class A1
1.120294,1.222392,2.584962,2.402098,4.381429,4.883929,0,1,1,NA,NA,147814,147829,147875,147869,25.25,4,6,0.970,1.000,1.171,2.494,4.633,-0.913,-0.156,1.069,ELT2peak03377,Increasing,3.050830635344333,ELT2peak03377,WBGene00269434,146972,147620,-,overlapStart,-526,56,Overlapping,NA,NA
4.464281,4.27486,5.689832,5.834898,7.389603,7.169925,1,1,1,154365,154370,154380,154381,154385,154381,6.333333333333333,4,5,0.758,1.000,4.370,5.762,7.280,-0.985,-0.029,1.014,ELT2peak03378,Increasing,2.1186004086455834,ELT2peak03378,WBGene00020546,154389,156745,-,overlapEnd,1159,256,Overlapping,NA,NA
1.440573,0.807355,2.564204,2.598638,1.729352,1.980891,0,1,0,NA,NA,176053,176053,NA,NA,0,2,3,0.581,1.000,1.124,2.581,1.855,-1.001,0.999,0.002,ELT2peak03379,Larval,0.5310471933925832,ELT2peak03379,WBGene00018246,174609,175833,-,overlapStart,-833,30,Overlapping,NA,NA
1.454566,1.926937,1.86507,1.836501,2.381429,2.243926,1,0,0,178821,178921,NA,NA,NA,NA,50,0,0,0.000,0.000,1.691,1.851,2.313,-0.807,-0.312,1.119,ELT2peak03380,Not_Changing,0.10429117504933333,ELT2peak03380,WBGene00018242,179542,180140,+,overlapStart,-735,171,Overlapping,Embryonic,NA
2.196397,2.568167,2.803143,3.099535,5.150816,5.864512,1,1,1,183291,183275,183244,183244,183240,183262,16.666666666666668,4,6,0.718,1.000,2.382,2.951,5.508,-0.740,-0.398,1.138,ELT2peak03381,Increasing,2.7711060034663335,ELT2peak03381,WBGene00018241,183231,184918,+,overlapStart,-682,282,Overlapping,NA,Target Gene Class A2
0.921998,0.807355,1.099536,1.099536,3.622437,2.091923,0,0,1,NA,NA,NA,NA,184270,184281,5.5,3,4,0.483,1.000,0.865,1.100,2.857,-0.682,-0.466,1.148,ELT2peak03382,L3_High,1.1857569354980833,ELT2peak03382,WBGene00018241,183231,184918,+,overlapEnd,504,207,Overlapping,NA,Target Gene Class A2
1,1.015942,1.920566,2.308122,2.381429,2.921998,0,0,1,NA,NA,NA,NA,186213,186210,1.5,2,5,0.863,1.000,1.008,2.114,2.652,-1.094,0.226,0.867,ELT2peak03383,Larval,0.7024527668275831,ELT2peak03383,WBGene00003510,186947,188137,-,overlapEnd,1053,67,Overlapping,NA,NA
1.245112,1.173483,1.532495,1.451379,3.348262,3.966392,0,0,1,NA,NA,NA,NA,188461,188493,16,3,4,0.493,1.000,1.209,1.492,3.657,-0.680,-0.469,1.148,ELT2peak03384,L3_High,1.79360789532175,ELT2peak03384,WBGene00006715,188832,190974,+,overlapStart,-1319,114,Overlapping,Adult,NA
1.392317,1.745954,1.777608,2,3.314315,3.00946,1,0,1,190477,190980,NA,NA,191073,191068,211.25,4,6,0.783,1.000,1.569,1.889,3.162,-0.757,-0.377,1.134,ELT2peak03385,Increasing,0.7099647468947498,ELT2peak03385,WBGene00018239,192103,194349,+,overlapStart,-1932,330,Overlapping,NA,NA
1.925999,1.600904,1.36257,1.678072,2.729352,0.921998,1,0,0,212301,212075,NA,NA,NA,NA,113,0,0,0.000,0.000,1.763,1.520,1.826,0.374,-1.133,0.759,ELT2peak03386,Not_Changing,0.026037544883083318,ELT2peak03386,WBGene00002230,194460,228838,+,inside,657,15976,Overlapping,NA,NA
1.4780470000000001,1.502501,1.572023,1.118644,2.622437,2.828888,0,0,1,NA,NA,NA,NA,235374,235296,39,3,4,0.995,1.000,1.490,1.345,2.726,-0.479,-0.670,1.149,ELT2peak03387,L3_High,0.5754167737855836,ELT2peak03387,WBGene00185078,194460,235089,+,overlapEnd,20559,39,Overlapping,NA,NA
1.231326,1.057333,2.777607,2.440573,3.565854,3.348262,0,1,1,NA,NA,269803,269819,269817,269794,9.75,2,5,0.748,1.000,1.144,2.609,3.457,-1.076,0.176,0.900,ELT2peak03388,Larval,1.3688810276827499,ELT2peak03388,WBGene00021752,265088,284005,+,inside,-4736,4460,Overlapping,NA,NA
0.584963,0.5025,1.450033,1.652077,3.828888,3.676885,0,1,0,NA,NA,295721,295485,NA,NA,118,4,6,0.996,1.000,0.544,1.551,3.753,-0.856,-0.243,1.099,ELT2peak03389,Increasing,2.693573067011583,ELT2peak03389,WBGene00021751,292640,313726,+,inside,-7193,2595,Overlapping,NA,NA
1.802963,1.598541,2.226068,2.561879,3.899278,5.141166,0,1,1,NA,NA,299427,299422,299402,299442,11.25,4,6,0.908,1.000,1.701,2.394,4.520,-0.797,-0.325,1.122,ELT2peak03390,Increasing,2.158483302119084,ELT2peak03390,WBGene00000081,295647,306712,-,inside,1754,3525,Overlapping,NA,Target Gene Class A1
1,0.942285,0.817136,0.947533,1.676885,2.381429,0,0,1,NA,NA,NA,NA,302681,302727,23,3,4,0.983,1.000,0.971,0.882,2.029,-0.506,-0.646,1.152,ELT2peak03391,L3_High,0.40708056493008304,ELT2peak03391,WBGene00000081,295647,306712,-,inside,-1618,3557,Overlapping,NA,Target Gene Class A1
1.369234,1.222392,1.462106,1.067114,1.50696,2.729352,1,0,0,340548,339706,NA,NA,NA,NA,421,3,4,0.941,1.000,1.296,1.265,2.118,-0.545,-0.609,1.154,ELT2peak03392,L3_High,0.2342937351623334,ELT2peak03392,WBGene00021756,333421,343243,-,inside,-1898,2162,Overlapping,Embryonic,NA
1.78136,1.762961,2.067114,1.607682,3.413851,3.966392,1,0,1,343877,343770,NA,NA,344208,344035,149,3,4,0.791,1.000,1.772,1.837,3.690,-0.607,-0.547,1.154,ELT2peak03393,L3_High,1.1859024493965833,ELT2peak03393,WBGene00001561,344305,379593,-,overlapEnd,17767,616,Overlapping,NA,NA
0.903785,0.949374,1.532495,1.61891,4.131451,3.622437,0,0,1,NA,NA,NA,NA,345611,345732,60.5,4,6,0.843,1.000,0.927,1.576,3.877,-0.774,-0.355,1.129,ELT2peak03394,Increasing,2.4036206322185834,ELT2peak03394,WBGene00001561,344305,379593,-,inside,16166,1066,Overlapping,NA,NA
0.900464,1.102098,2.741082,2.979241,4.05128,4.50696,1,0,1,347371,347146,NA,NA,346882,346735,225,2,5,0.493,1.000,1.001,2.860,4.279,-1.042,0.089,0.952,ELT2peak03395,Larval,2.7021847413205844,ELT2peak03395,WBGene00001561,344305,379593,-,inside,14213,2184,Overlapping,NA,NA
1.669851,1.129283,1.87591,1.884523,4.28832,4.804641,0,1,1,NA,NA,349950,349942,350015,350015,34.5,4,6,0.604,1.000,1.400,1.880,4.546,-0.713,-0.430,1.143,ELT2peak03396,Increasing,2.8738420393380824,ELT2peak03396,WBGene00001561,344305,379593,-,inside,11905,5367,Overlapping,NA,NA
1.062736,1.331327,1.677081,1.701659,3.04538,3.381429,1,1,1,354922,354924,354906,354934,354918,355082,44.77777777779071,4,6,0.904,1.000,1.197,1.689,3.213,-0.795,-0.327,1.123,ELT2peak03397,Increasing,1.1051397384835835,ELT2peak03397,WBGene00001561,344305,379593,-,inside,6919,10293,Overlapping,NA,NA
2.54432,2.379934,1.532495,1.85561,6.243926,6.966392,1,1,1,357412,357396,357292,357421,357434,357431,35.77777777777131,3,4,0.990,1.000,2.462,1.694,6.605,-0.426,-0.717,1.142,ELT2peak03398,L3_High,6.9789366074860855,ELT2peak03398,WBGene00001561,344305,379593,-,inside,4457,12737,Overlapping,NA,NA
1.691878,1.669851,1.06301,1.584962,1.729352,2.037475,1,0,1,434181,434592,NA,NA,434458,434563,133.75,0,0,0.000,0.000,1.681,1.324,1.883,0.182,-1.078,0.897,ELT2peak03401,Not_Changing,0.08022458148658332,ELT2peak03401,WBGene00021912,434891,440147,+,overlapStart,-3031,228,Overlapping,NA,NA
0.434403,0.70156,1.813232,2.08017,1.243925,1.243925,0,1,0,NA,NA,484164,483965,NA,NA,99.5,2,3,0.576,1.000,0.568,1.947,1.244,-0.993,1.006,-0.013,ELT2peak03402,Larval,0.4752768635080834,ELT2peak03402,WBGene00305067,483883,485927,+,overlapStart,-737,168,Overlapping,NA,NA
2.986579,2.825057,1.631059,1.567041,3.348262,3.792362,0,1,1,NA,NA,502784,502784,502795,502857,26,3,2,0.506,1.000,2.906,1.599,3.570,0.213,-1.089,0.876,ELT2peak03403,L3_High,1.0058447924173333,ELT2peak03403,WBGene00006781,491539,502629,+,overlapEnd,5795,95,Overlapping,NA,NA
1.610054,1.374395,2.478047,2.2370390000000002,3.091923,3.622437,1,1,1,558886,559079,559026,559014,559023,559050,42.333333333333336,4,5,0.803,1.000,1.492,2.358,3.357,-0.975,-0.048,1.023,ELT2peak03406,Increasing,0.8710182091985833,ELT2peak03406,WBGene00015155,542071,576447,+,inside,-9,16492,Overlapping,NA,NA
1.514573,1.084889,0.514573,0.5366,2.169925,3.091923,0,0,1,NA,NA,NA,NA,560534,560566,16,3,2,0.801,1.000,1.300,0.526,2.631,-0.174,-0.901,1.076,ELT2peak03407,L3_High,1.1339700831725836,ELT2peak03407,WBGene00015155,542071,576447,+,inside,1397,15428,Overlapping,NA,NA
1.584963,1.392317,1.37517,1.280108,1.243926,1.687532,0,0,1,NA,NA,NA,NA,598469,598435,17,0,0,0.000,0.000,1.489,1.328,1.466,0.704,-1.145,0.441,ELT2peak03408,Not_Changing,0.007585847336999999,ELT2peak03408,WBGene00021906,587179,598799,-,inside,-5461,88,Overlapping,Embryonic,NA
1.082462,1.304855,3.684498,4.258734,3.118395,3.622437,0,1,1,NA,NA,599410,599379,599377,599424,19.5,2,3,0.745,1.000,1.194,3.972,3.370,-1.130,0.771,0.359,ELT2peak03409,Larval,2.136127087602083,ELT2peak03409,WBGene00002269,599509,600366,-,overlapEnd,538,163,Overlapping,Post-embryonic,Target Gene Class C
1.628031,1.61471,4.06869,4.305987,5.381429,5.570654,1,1,1,600738,600762,600863,600841,600823,600844,41.22222222220929,2,5,0.845,1.000,1.621,4.187,5.476,-1.091,0.217,0.874,ELT2peak03410,Larval,3.8505726195789998,ELT2peak03410,WBGene00002269,599509,600366,-,overlapStart,-882,18,Overlapping,Post-embryonic,Target Gene Class C
0.584963,0.752907,1.555215,1.550197,2.921998,2.50696,0,0,1,NA,NA,NA,NA,618618,618943,162.5,4,5,0.885,1.000,0.669,1.553,2.714,-0.952,-0.090,1.042,ELT2peak03412,Increasing,1.0525029899843332,ELT2peak03412,WBGene00020562,618242,620256,-,inside,94,136,Overlapping,NA,NA
1.584962,1.329308,1.396517,1.308122,2.091923,2.243926,0,0,1,NA,NA,NA,NA,629081,629138,28.5,3,4,0.997,1.000,1.457,1.352,2.168,-0.455,-0.691,1.147,ELT2peak03416,L3_High,0.1969032530625832,ELT2peak03416,WBGene00020564,628175,630987,-,inside,390,666,Overlapping,NA,NA
3.514573,3.345775,1.493814,1.47063,2.703357,3.225778,1,1,1,640597,640585,640588,640636,640644,640649,26.5,1,2,0.772,1.000,3.430,1.482,2.965,0.791,-1.124,0.333,ELT2peak03417,Embryo_Specific,1.03477576475275,ELT2peak03417,WBGene00044318,640788,641625,+,overlapStart,-588,109,Overlapping,NA,NA
0.965235,1.266786,3.38247,3.440573,3.622437,4.622437,0,1,1,NA,NA,651741,651810,651783,651821,26.75,2,5,0.986,1.000,1.116,3.412,4.122,-1.125,0.336,0.789,ELT2peak03418,Larval,2.4688953165272496,ELT2peak03418,WBGene00015648,642058,654463,+,inside,3598,2237,Overlapping,NA,NA
1.289507,1.47032,2.050626,2,2.622437,2.729352,0,0,1,NA,NA,NA,NA,696292,696478,93,4,5,0.694,1.000,1.380,2.025,2.676,-0.999,-0.003,1.001,ELT2peak03419,Increasing,0.4198939258505834,ELT2peak03419,WBGene00016030,692509,696472,-,overlapStart,-1904,264,Overlapping,NA,NA
0.463947,0.959358,1.53842,1.953457,4.565854,4.988087,0,0,1,NA,NA,NA,NA,707900,707910,5,4,6,0.926,1.000,0.712,1.746,4.777,-0.805,-0.315,1.120,ELT2peak03420,Increasing,4.463952159324,ELT2peak03420,WBGene00016029,688726,715866,+,inside,5613,7708,Overlapping,NA,NA
