Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:TSP type-1 1	2	0.546448087431694	0.06506423579708188	WBGENE00003242, WBGENE00006745	76	3	3383	29.675438596491226	0.99999982193047	1.0	1.0
UP_KEYWORDS	Kinase	12	3.278688524590164	0.06529624506228282	WBGENE00005077, WBGENE00003030, WBGENE00000517, WBGENE00000518, WBGENE00000186, WBGENE00012928, WBGENE00006868, WBGENE00006814, WBGENE00000410, WBGENE00020007, WBGENE00017381, WBGENE00000512	366	363	20248	1.8288398139366844	0.9999896586353643	0.7732467366276741	0.7596012059813033
GOTERM_MF_DIRECT	GO:0004115~3',5'-cyclic-AMP phosphodiesterase activity	2	0.546448087431694	0.06652029812146801	WBGENE00020114, WBGENE00011433	216	3	9479	29.25617283950617	0.9999999909173536	1.0	1.0
GOTERM_MF_DIRECT	GO:0004689~phosphorylase kinase activity	2	0.546448087431694	0.06652029812146801	WBGENE00022059, WBGENE00015754	216	3	9479	29.25617283950617	0.9999999909173536	1.0	1.0
GOTERM_MF_DIRECT	GO:0070006~metalloaminopeptidase activity	3	0.819672131147541	0.06801008677828327	WBGENE00013166, WBGENE00011587, WBGENE00007139	216	19	9479	6.929093567251463	0.9999999940896113	1.0	1.0
GOTERM_MF_DIRECT	GO:0005102~receptor binding	5	1.366120218579235	0.06818672581845558	WBGENE00006852, WBGENE00006770, WBGENE00000186, WBGENE00016539, WBGENE00001842	216	68	9479	3.2267837690631804	0.9999999943834168	1.0	1.0
UP_KEYWORDS	Magnesium	8	2.185792349726776	0.06944128781393741	WBGENE00005077, WBGENE00000518, WBGENE00000186, WBGENE00003578, WBGENE00009440, WBGENE00019493, WBGENE00006416, WBGENE00000512	366	199	20248	2.2240162561441084	0.9999951421677723	0.7732467366276741	0.7596012059813033
GOTERM_BP_DIRECT	GO:0008406~gonad development	13	3.551912568306011	0.06970477772525799	WBGENE00022301, WBGENE00000517, WBGENE00019960, WBGENE00003006, WBGENE00021507, WBGENE00001863, WBGENE00019162, WBGENE00006498, WBGENE00007686, WBGENE00004013, WBGENE00003242, WBGENE00018987, WBGENE00016913	252	345	11627	1.7385668276972623	0.9999999999999989	1.0	0.9915966386554622
UP_KEYWORDS	Cell membrane	11	3.0054644808743167	0.0727761634473105	WBGENE00005077, WBGENE00006498, WBGENE00012182, WBGENE00003936, WBGENE00006747, WBGENE00004777, WBGENE00003104, WBGENE00004215, WBGENE00003170, WBGENE00004902, WBGENE00017381	366	327	20248	1.8609983121939808	0.9999973613614151	0.7732467366276741	0.7596012059813033
INTERPRO	IPR014001:Helicase, superfamily 1/2, ATP-binding domain	5	1.366120218579235	0.07410887136771477	WBGENE00003393, WBGENE00011580, WBGENE00013792, WBGENE00016566, WBGENE00008119	284	81	14476	3.1464093201182406	1.0	1.0	1.0
SMART	SM00218:ZU5	2	0.546448087431694	0.07505743655298548	WBGENE00006780, WBGENE00006745	147	3	5688	25.79591836734694	0.9999688639335195	1.0	1.0
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	16	4.371584699453552	0.07515741831204568	WBGENE00022301, WBGENE00018369, WBGENE00011580, WBGENE00011043, WBGENE00019960, WBGENE00020417, WBGENE00008119, WBGENE00003393, WBGENE00016948, WBGENE00006698, WBGENE00001484, WBGENE00003033, WBGENE00006331, WBGENE00015138, WBGENE00016489, WBGENE00011279	216	440	9479	1.5957912457912458	0.9999999992548514	1.0	1.0
INTERPRO	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	3	0.819672131147541	0.07931162014856162	WBGENE00009267, WBGENE00001112, WBGENE00017280	284	24	14476	6.371478873239436	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0040028~regulation of vulval development	3	0.819672131147541	0.08082217565572614	WBGENE00003006, WBGENE00011908, WBGENE00000168	252	22	11627	6.291666666666666	1.0	1.0	0.9915966386554622
COG_ONTOLOGY	Amino acid transport and metabolism	4	1.092896174863388	0.0829687873485864	WBGENE00022176, WBGENE00013166, WBGENE00007509, WBGENE00011587	23	58	1218	3.6521739130434785	0.6143216182342176	0.8296878734858639	0.8296878734858639
GOTERM_BP_DIRECT	GO:0071711~basement membrane organization	2	0.546448087431694	0.08360502765115566	WBGENE00006498, WBGENE00001863	252	4	11627	23.069444444444443	1.0	1.0	0.9915966386554622
GOTERM_BP_DIRECT	GO:0038007~netrin-activated signaling pathway	2	0.546448087431694	0.08360502765115566	WBGENE00005077, WBGENE00006745	252	4	11627	23.069444444444443	1.0	1.0	0.9915966386554622
GOTERM_MF_DIRECT	GO:0008237~metallopeptidase activity	7	1.912568306010929	0.08415670075534551	WBGENE00000082, WBGENE00003242, WBGENE00013166, WBGENE00007509, WBGENE00011587, WBGENE00007139, WBGENE00004978	216	134	9479	2.29246130458817	0.9999999999463097	1.0	1.0
UP_SEQ_FEATURE	mutagenesis site	8	2.185792349726776	0.08441322015401789	WBGENE00003030, WBGENE00004013, WBGENE00006868, WBGENE00004777, WBGENE00003830, WBGENE00003170, WBGENE00006745, WBGENE00003018	76	172	3383	2.070379436964504	0.9999999985790213	1.0	1.0
GOTERM_BP_DIRECT	GO:0045138~nematode male tail tip morphogenesis	5	1.366120218579235	0.08484213594052398	WBGENE00006852, WBGENE00003033, WBGENE00003006, WBGENE00006745, WBGENE00003018	252	77	11627	2.996031746031746	1.0	1.0	0.9915966386554622
UP_KEYWORDS	Nucleus	28	7.650273224043716	0.0857498375494646	WBGENE00015461, WBGENE00001439, WBGENE00022278, WBGENE00003939, WBGENE00006648, WBGENE00004786, WBGENE00004946, WBGENE00001854, WBGENE00018591, WBGENE00003018, WBGENE00000963, WBGENE00006498, WBGENE00016927, WBGENE00003024, WBGENE00002275, WBGENE00004013, WBGENE00001484, WBGENE00015138, WBGENE00022301, WBGENE00000439, WBGENE00018369, WBGENE00001906, WBGENE00006815, WBGENE00000410, WBGENE00001942, WBGENE00003393, WBGENE00000461, WBGENE00003033	366	1136	20248	1.3635803894404679	0.9999997595316904	0.8538665943388973	0.8387983603211522
GOTERM_BP_DIRECT	GO:0007005~mitochondrion organization	3	0.819672131147541	0.08730099028299801	WBGENE00010015, WBGENE00004092, WBGENE00000941	252	23	11627	6.018115942028985	1.0	1.0	0.9915966386554622
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	16	4.371584699453552	0.08935656459867744	WBGENE00018365, WBGENE00001815, WBGENE00002219, WBGENE00011580, WBGENE00044303, WBGENE00001816, WBGENE00013792, WBGENE00000566, WBGENE00008119, WBGENE00004506, WBGENE00004978, WBGENE00003393, WBGENE00010015, WBGENE00004310, WBGENE00016566, WBGENE00010405	284	522	14476	1.5623549727483679	1.0	1.0	1.0
UP_KEYWORDS	Neurogenesis	4	1.092896174863388	0.09040940410647148	WBGENE00022697, WBGENE00003047, WBGENE00017381, WBGENE00003018	366	59	20248	3.7506714828193015	0.999999899118049	0.8538665943388973	0.8387983603211522
INTERPRO	IPR000488:Death domain	2	0.546448087431694	0.09401259873245692	WBGENE00006780, WBGENE00006745	284	5	14476	20.388732394366198	1.0	1.0	1.0
INTERPRO	IPR000697:EVH1	2	0.546448087431694	0.09401259873245692	WBGENE00007840, WBGENE00006770	284	5	14476	20.388732394366198	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0008081~phosphoric diester hydrolase activity	3	0.819672131147541	0.09492683960144838	WBGENE00020114, WBGENE00008443, WBGENE00011433	216	23	9479	5.72403381642512	0.999999999997772	1.0	1.0
UP_SEQ_FEATURE	binding site:ATP	6	1.639344262295082	0.09515429976244708	WBGENE00003030, WBGENE00006868, WBGENE00004258, WBGENE00000410, WBGENE00020007, WBGENE00006416	76	110	3383	2.427990430622009	0.9999999999069501	1.0	1.0
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	5	1.366120218579235	0.09777509505621888	WBGENE00007176, WBGENE00002233, WBGENE00000563, WBGENE00006677, WBGENE00006678	252	81	11627	2.848079561042524	1.0	1.0	0.9915966386554622
SMART	SM00406:IGv	2	0.546448087431694	0.09881145841056017	WBGENE00004729, WBGENE00001863	147	4	5688	19.346938775510203	0.9999990216754986	1.0	1.0
INTERPRO	IPR000387:Protein-tyrosine/Dual specificity phosphatase	5	1.366120218579235	0.09974719008776092	WBGENE00016053, WBGENE00016356, WBGENE00004215, WBGENE00021507, WBGENE00021867	284	90	14476	2.8317683881064166	1.0	1.0	1.0
