Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00241:ZP	3	0.819672131147541	0.059471108999970525	WBGENE00001063, WBGENE00021396, WBGENE00009926	147	6	2107	7.166666666666666	0.9997125947418332	0.98870718712451	0.98870718712451
UP_KEYWORDS	Signal	72	19.672131147540984	0.06519448403585529	WBGENE00004729, WBGENE00021540, WBGENE00044303, WBGENE00014057, WBGENE00000928, WBGENE00011383, WBGENE00006868, WBGENE00000168, WBGENE00010291, WBGENE00044900, WBGENE00006745, WBGENE00007317, WBGENE00008802, WBGENE00009303, WBGENE00008579, WBGENE00004370, WBGENE00003242, WBGENE00001063, WBGENE00001185, WBGENE00012541, WBGENE00014204, WBGENE00016105, WBGENE00016749, WBGENE00004092, WBGENE00020102, WBGENE00015692, WBGENE00018682, WBGENE00020587, WBGENE00021396, WBGENE00009926, WBGENE00009967, WBGENE00001842, WBGENE00000082, WBGENE00010396, WBGENE00019209, WBGENE00011121, WBGENE00013387, WBGENE00016459, WBGENE00018877, WBGENE00008163, WBGENE00022059, WBGENE00011480, WBGENE00018311, WBGENE00016893, WBGENE00001475, WBGENE00017184, WBGENE00007139, WBGENE00017381, WBGENE00006852, WBGENE00206537, WBGENE00008277, WBGENE00020160, WBGENE00013972, WBGENE00002091, WBGENE00014700, WBGENE00011314, WBGENE00011831, WBGENE00021732, WBGENE00013693, WBGENE00003006, WBGENE00004732, WBGENE00004215, WBGENE00003769, WBGENE00001863, WBGENE00000776, WBGENE00011108, WBGENE00016838, WBGENE00002120, WBGENE00009674, WBGENE00015546, WBGENE00016913, WBGENE00011269	366	969	5894	1.1965690503984165	0.9999894654672071	1.0	1.0
UP_KEYWORDS	Calmodulin-binding	3	0.819672131147541	0.06527945909112642	WBGENE00000518, WBGENE00015754, WBGENE00011433	366	7	5894	6.901639344262295	0.9999896270156119	1.0	1.0
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	5	1.366120218579235	0.0680646301944253	WBGENE00007176, WBGENE00002233, WBGENE00000563, WBGENE00006677, WBGENE00006678	252	25	3992	3.168253968253968	0.9999999999999976	1.0	1.0
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	15	4.098360655737705	0.06993471842269258	WBGENE00004729, WBGENE00003518, WBGENE00005603, WBGENE00004777, WBGENE00003830, WBGENE00000563, WBGENE00021936, WBGENE00006677, WBGENE00004902, WBGENE00019493, WBGENE00006678, WBGENE00006745, WBGENE00006498, WBGENE00007642, WBGENE00006121	227	145	3588	1.6351207656083853	0.9999514331086617	1.0	1.0
INTERPRO	IPR014782:Peptidase M1, membrane alanine aminopeptidase, N-terminal	3	0.819672131147541	0.07975069533818253	WBGENE00013166, WBGENE00011587, WBGENE00007139	284	8	4692	6.195422535211267	1.0	1.0	1.0
INTERPRO	IPR001930:Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase	3	0.819672131147541	0.07975069533818253	WBGENE00013166, WBGENE00011587, WBGENE00007139	284	8	4692	6.195422535211267	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005604~basement membrane	3	0.819672131147541	0.08600536795516812	WBGENE00003242, WBGENE00016913, WBGENE00001863	227	8	3588	5.927312775330397	0.9999955405697185	1.0	1.0
GOTERM_CC_DIRECT	GO:0005747~mitochondrial respiratory chain complex I	3	0.819672131147541	0.08600536795516812	WBGENE00013406, WBGENE00020417, WBGENE00016118	227	8	3588	5.927312775330397	0.9999955405697185	1.0	1.0
SMART	SM00181:EGF	6	1.639344262295082	0.09002913713087324	WBGENE00006498, WBGENE00003104, WBGENE00000168, WBGENE00001475, WBGENE00016913, WBGENE00001863	147	35	2107	2.457142857142857	0.999996446505035	1.0	1.0
